Link,Location,Update Date,Deadline,Salary,Experience,Rank,Job Type,Briefcase,Welfare,Job Description,Job Requirement,Job Location,Other Information
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C269B9.html,Hà Nội,13/11/2024,13/11/2024,7 Tr - 30 Tr VND,1 - 2 Năm,Nhân viên,Nhân viên chính thức,"Tiếp thị / Marketing, Bán lẻ / Bán sỉ, Bán hàng / Kinh doanh","Chế độ bảo hiểm, Du Lịch, Phụ cấp, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
Tìm kiếm, tư vấn, giới thiệu các chứng nhận ISO đến khách hàng
- Gửi email và gọi điện, cho khách hàng để tìm hiểu thêm thông tin và nhu cầu của khách hàng để đưa ra gói sản phẩm phù hợp cho khách hàng theo đúng quy trình đã có.
- Lên lịch đi thị trường gặp khách hàng để chào các sản phẩm và hợp tác với các đối tác.
- Hoàn thành các mục việc phát sinh theo sự chỉ đạo của quản lý.
- Nghiên cứu tìm hiểu hành vi khách hàng, phân tích khách hàng để lên kế hoạch kinh doanh phù hợp.
- Nghiên cứu phân tích tình trạng thực tế khách hàng để lập báo cáo và đề xuất giải pháp phù hợp với sản phẩm của công ty, thuyết phục khách hàng.","YÊU CẦU CÔNG VIỆC
- Tuổi: Từ 21 - 28
- Tốt nghiệp từ cao đẳng trở lên. 
- Đam mê kinh doanh, máu lửa nhiệt huyết. 
- Ưu tiên ứng viên có kinh nghiệm ở vị trí nhân viên kinh doanh
- Có khả năng thuyết trình, lập báo cáo phân tích
- Tinh thần cầu tiến, ngay thẳng, quyết liệt.
- Sẵn sàng học hỏi, sẵn sàng làm việc.
- Có kỹ năng giao tiếp tốt, khả năng xử lý tình huống linh hoạt
- Thái độ: Nhiệt tình, có trách nhiệm với công việc
- Sử dụng tốt các phần mềm văn phòng: Excel, Word, Powerpoint.
QUYỀN LỢI:
- Lương cứng từ 7- 10 triệu + thưởng doanh thu (Tổng thu nhập 15 - 30 triệu)
- Được hưởng các quyền lợi và chế độ theo luật quy định nhà nước (Các ngày nghỉ lễ, BHXH, BHYT...).
- Thưởng lễ, Tết, sinh nhật các chế độ đãi ngộ dành cho người thân, và các hoạt động thú vị khác trong năm.
- Chăm sóc sức khỏe : Khám sức khỏe định kỳ hàng năm.
 - Được đào tạo và có lộ trình thăng tiến rõ ràng.
 - Làm việc trong môi trường trẻ trung, năng động...
VP Hà Nội: Số 1 Trần Nguyên Đán, P. Định Công, Q. Hoàng Mai, Hà Nội
VP HCM: Số 16 Đường số 1, KDC City Land Park Hill, P.10, Q.Gò Vấp, TP.HCM
Số 26 B10, KDC Hưng Phú 1, P.Hưng Phú,Q. Cái Răng, TP. Cần Thơ",Hà Nội,"Bằng cấp: Cao đẳng
Độ tuổi: 21 - 28
Thời gian làm việc: Thời gian làm việc: Từ 08h00 – 17h30 (T2 – sáng T7), nghỉ trưa từ 12h
Lương: 7 Tr - 30 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-nhan-su-tong-hop.35C269BD.html,Hà Nội,13/11/2024,31/12/2024,15 Tr - 18 Tr VND,Trên 3 Năm,Nhân viên,Nhân viên chính thức,"Nhân sự, Quản lý điều hành","Chế độ bảo hiểm, Du Lịch, Xe đưa đón, Đồng phục, Chế độ thưởng, Đào tạo, Tăng lương, Công tác phí, Phụ cấp thâm niên, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
CÔNG TY CP TÔN THÉP VIỆT PHÁP có nhu cầu tuyển dụng vị trí CHUYÊN VIÊN NHÂN SỰ TỔNG HỢP, Cụ thể như sau:
Tham gia xây dựng hệ thống quản trị nhân sự của công ty bao gồm: Quy trình, quy chế, quy định, hướng dẫn, biểu mẫu.
Quản lý định biên nhân sự: Theo dõi, cập nhật bảng định biên nhân sự, cập nhật hệ thống mô tả công việc các vị trí.
Công tác tuyển dụng: Đăng tuyển, tiếp nhận sàng lọc hồ sơ, sơ loại, phối hợp phỏng vấn, tiếp nhận, hướng dẫn hội nhập
Quản lý hồ sơ, danh sách nhân sự: Lưu trữ hồ sơ nhân sự, soạn thảo Hợp đồng lao động, Soạn thảo công văn, quyết định liên quan.
Xây dựng hệ thống đo lường hiệu suất làm viêc - KPI cho từng Bộ phận, chức danh trong Công ty
Tham gia xây dựng chính sách lương, phúc lợi, thưởng, khoán,... cho các BP/Phòng ban/Chức danh
Các công việc khác theo sự phân công của Trưởng phòng","YÊU CẦU CÔNG VIỆC
I. Yêu cầu công việc:
Tốt nghiệp: Đại học trở lên
Kinh nghiệm: tối thiểu 3 năm làm việc ở vị trí tương đương.
Kỹ năng phân tích và tổng hợp tốt
Yêu thích đam mê nghề nhân sự
Mong muốn làm việc lâu dài, gắn bó
Có khả năng tư duy tốt, chăm chỉ, tinh thần học hỏi, trách nhiệm, khả năng thích nghi công việc cao
Thời gian làm việc: 8h00 - 17h15 từ thứ 2 đến sáng thứ 7 hàng tuần
II. Quyền lợi:
Mức lương: 15.000.000 - 18.000.000 vnđ/tháng
Mức lương thưởng hấp dẫn, thỏa thuận xứng đáng và phù hợp với năng lực; cạnh tranh so với thị trường.
Thưởng tháng 13, dựa vào tình hình kinh doanh của Công ty và kết quả thực hiện công việc của cá nhân.
Chế độ thưởng, quà tặng phong phú và hấp dẫn vào các ngày Lễ, Tết: Tết Dương lịch, Tết Âm lịch, Lễ 30/4 - 01/5, Lễ Quốc Khánh 02/9, ngày Quốc tế Phụ nữ 08/3, ngày Phụ nữ VN 20/10, Tết Trung thu, Quốc tế Thiếu Nhi 01/6,…
Được 1 ngày nghỉ phép hưởng đủ lương/ 1 tháng;
Đóng BHXH, BHYT, BHTN theo pháp luật hiện hành.
Chương trình du lịch nghỉ dưỡng, teambuilding hàng năm; chế độ thăm hỏi ốm đau, Hiếu, Hỷ; CBCNV sinh con.
Môi trường thân thiện, luôn hỗ trợ, tôn trọng và hợp tác.",Hà Nội,"Bằng cấp: Đại học
Độ tuổi: Không giới hạn tuổi
Lương: 15 Tr - 18 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/ky-su-cong-trinh.35C269C8.html,Khánh Hòa,13/11/2024,30/12/2024,10 Tr - 18 Tr VND,1 - 3 Năm,Nhân viên,Nhân viên chính thức,Xây dựng,"Chế độ bảo hiểm, Phụ cấp, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Tăng lương, Công tác phí, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
Thời gian làm việc: Thứ 2 – thứ 7 hàng tuần, tăng ca theo yêu cầu công việc
Phòng: Quản lý kỹ thuật thi công
§ Lên kế hoạch, khảo sát và trực tiếp giám sát thi công công trình, dự án.
§ Chịu trách nhiệm chính về quản lí, giám sát hiện trường(an toàn, chất lượng, tiến độ, đánh giá rủi ro);
§ Tính toán, kiểm soát khối lượng thi công của hạng mục trực tiếp giám sát;
§ Làm việc trực tiếp với chủ đầu tư, để cập nhật tiến độ công việc và đưa ra các điều chỉnh phù hợp;
§ Hỗ trợ triển khai kỹ thuật, đảm bảo vật tư, thiết bị bảo quản cẩn thận và đầy đủ số lượng;
§ Làm, kiểm tra, giám sát tài liệu: báo cáo ngày, nhật kí hiện trường, báo cáo tuần, báo cáo kiểm tra, ghi chép cuộc họp, bản vẽ xây dựng, hồ sơ kiểm tra, báo cáo tháng,…
§ Phối hợp tốt với giám sát chủ đầu tư để giải quyết các vấn đề nghiệm thu công tác thi công. Giám sát thực hiện thường xuyên liên tục việc dọn dẹp vệ sinh công trình, đảm bảo vật tư, thiết bị gọn gàng ngăn nắp;
§ Thực hiện các yêu cầu khác theo sự phân công của cấp trên.","YÊU CẦU CÔNG VIỆC
§   Nam tuổi từ 25 đến 35, sức khỏe tốt; tốt nghiệp Đại Học chính quy, chuyên ngành XDDD & CN (Ưu tiên chuyên ngành Xây dựng công nghiệp)
§   Có từ 3 năm kinh nghiệm vị trí tương đương, có kinh nghiệm thi công nhà xưởng, các công trình dân dụng. Không có kinh nghiệm sẽ được đào tạo.
§   Có khả năng giám sát, quản lý.
§   Có khả năng đọc bản vẽ và tài liệu liên quan, biết sử dụng các chương trình phần mềm đồ họa như Autocad, MS Office,…
§   Nắm vững các qui trình, tiêu chuẩn về kỹ thuật thi công
§   Kỹ năng giao tiếp, có khả năng giám sát, phân tích, đánh giá, xử lý tình huống tốt.
§   Sức khỏe tốt, yêu nghề, sẵn sàng đi công tác khi yêu cầu
§   Có trách nhiệm, tinh thần làm việc theo nhóm và độc lập, chịu được áp lực công việc cao.
§   Tác phong nhanh nhẹn, ý thức kỷ luật và tư cách đạo đức tốt, phong cách làm việc chuyên nghiệp..
§     ĐI CÔNG TRÌNH TỈNH (CÁC TỈNH MIỀN TÂY)
VI/ Quyền lợi
§     Đóng BHXH theo quy định của luật Bảo hiểm;
§     Khám sức khỏe định kỳ, du lịch hàng năm;
§     Bảo hiểm tai nạn 24/24; bảo hiểm sức khỏe;
§     Hưởng chính sách phúc lợi theo quy định của công ty (sinh nhật, 30/4, 1/5; Quốc khánh…)
§     Thưởng tháng 13, thưởng theo kết quả hoạt động kinh doanh của công ty;
§     Chế độ đào tạo khi có nhu cầu.",Not Found,"Bằng cấp: Đại học
Giới tính: Nam
Độ tuổi: 25 - 35
Lương: 10 Tr - 18 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan-tong-hop.35C269C4.html,Hồ Chí Minh,13/11/2024,13/12/2024,Cạnh tranh,Not Found,Nhân viên,Nhân viên chính thức,Kế toán / Kiểm toán,"Chế độ bảo hiểm, Du Lịch, Phụ cấp, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí","MÔ TẢ CÔNG VIỆC
Số lượng: 2
Mô tả công việc:
- Hạch toán, theo dõi các nghiệp vụ kinh tế phát sinh hàng ngày.
- Lập các báo cáo về thuế theo quy định.
- Làm các báo cáo hàng tháng, hàng quý… báo cáo tài chính năm.
- Tham mưu cho kế toán trưởng về các chính sách thuế.
- Thực hiện những công việc khác khi lãnh đạo phân công.","YÊU CẦU CÔNG VIỆC
Yêu cầu chung:
- Trình độ: Cao Đẳng hoặc Đại Học trở lên chuyên ngành về kế toán
- Biết sử dụng thành thạo các phần mềm tin học văn phòng như Word, Excel, phần mềm kế toán.
- Có kỹ năng giao tiếp, chịu khó, tính tình điềm đạm, tỉ mỉ trong công việc.
- Có tinh thần trách nhiệm với công việc, sẳn sàng làm việc ngoài giờ hoặc ngày nghỉ nếu công ty có việc.
- Có trình độ tiếng Anh giao tiếp cơ bản, biết Tiếng Hungary là 1 lợi thế.
- Tuổi: 22-45 tuổi.
Quyền lợi:
- Thu nhập thỏa thuận theo năng lực.
- Được hướng dẫn thêm về nghiệp vụ chuyên môn.
- Phúc lợi khác: Theo quy định của Bộ luật lao động (tiền điện thoại, xăng xe, chi phí công tác, thưởng lễ, Tết, du lịch hằng năm…)
- Ngày nghỉ phép theo quy định nhà nước.
- Có đóng bảo hiểm xã hội đầy đủ.",Hồ Chí Minh,"Bằng cấp: Cao đẳng
Độ tuổi: 22 - 45
Lương: Cạnh tranh"
https://careerviet.vn/vi/tim-viec-lam/kien-truc-su.35C269C3.html,Hồ Chí Minh,13/11/2024,13/12/2024,Cạnh tranh,3 - 10 Năm,Nhân viên,Nhân viên chính thức,"Kiến trúc, Xây dựng, Bất động sản","Laptop, Chế độ bảo hiểm, Du Lịch, Phụ cấp, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí, Nghỉ phép năm, CLB thể thao","MÔ TẢ CÔNG VIỆC
Tiếp nhận và triển khai công việc thiết kế 2D - 3D theo kế hoạch đã được phê duyệt.
Thiết kế kiến trúc showroom trưng bày, văn phòng, khách sạn, nhà ở, căn hộ, biệt thự.
Nghiên cứu, đọc hiểu các tài liệu kỹ thuật, sử dụng các software để thực hiện các nhiệm vụ thiết kế.
Thiết kế phương án, xây dựng ý tưởng thiết kế.
Lập kế hoạch, tiến độ thực hiện dự án được giao.
Triển khai bản vẽ thi công.
Thực hiện các công việc khác theo yêu cầu của trưởng Bộ phận.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp Đại học chuyên ngành Kiến trúc, thiết kế... Ưu tiên ứng viên tốt nghiệp trường Đại Học Kiến trúc Tp.HCM, Đại học Văn Lang.
Có ít nhất 5 năm kinh nghiệm ở vị trí tương đương
Kỹ năng giao tiếp, trình bày, trình diễn đồ họa mỹ thuật tốt;
Sử dụng thành thạo các phần mềm thiết kế chuyên dụng (3D Max, CAD, PTS, Sketchup, vv..)
Tinh thần trách nhiệm cao.
Có thể sử dụng Tiếng Anh trong công việc/ giao tiếp.",Hồ Chí Minh,"Bằng cấp: Đại học
Giới tính: Nam
Phụ cấp khác: Phụ cấp cơm trưa, điện thoại, xăng xe.
Thời gian thử việc: 2 tháng
Độ tuổi: 28 - 45
Thời gian làm việc: Thứ 2 - Thứ 6: 8h00 - 12h00 và 13h00 - 17h00; Thứ 7: 8h00 - 12h00
Ngày nghỉ: 12 ngày nghỉ phép năm, nghỉ lễ, tết theo quy định của pháp luật và quy định của công ty.
Lương: Cạnh tranh"
https://careerviet.vn/vi/tim-viec-lam/giam-sat-ban-hang-kenh-ban-le.35C269B6.html,Quảng Ninh,13/11/2024,12/12/2024,15 Tr - 20 Tr VND,3 - 5 Năm,Trưởng nhóm / Giám sát,Nhân viên chính thức,Bán lẻ / Bán sỉ,"Laptop, Chế độ bảo hiểm, Du Lịch, Phụ cấp, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí, Phụ cấp thâm niên, Nghỉ phép năm, CLB thể thao","MÔ TẢ CÔNG VIỆC
Giám sát tuân thủ của nhân viên
Đánh giá tính tuân thủ và hiệu quả trong các hoạt động triển khai cho đội ngũ Nhân Viên thực thi. Tìm ra nguyên nhân và đưa ra giải pháp cụ thể cho từng trường hợp.
Phân tích số liệu để đưa nhận định về thị trường các tỉnh để mở thêm các npp, đồng thời dựa trên đó để đưa ra các giải pháp và cách làm hiệu quả nhất cho npp và đội ngũ Nhân Viên.
Xây dựng kế hoạch phát triển tuyến và địa bàn.
Xây dựng đội ngũ Nhân Viên có tính tuân thủ và chuyên nghiệp.
Tương tác nghiệp vụ.
Thực hiện các công việc khác theo phân công của Cán bộ quản lý trực tiếp phù hợp với năng lực và phạm vi công việc.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp Cao đẳng / Đại học chuyên ngành kinh tế, quản trị kinh doanh, marketing…
Tối thiểu 05 năm kinh nghiệm ở vị trí tương đương
Có tinh thần trách nhiệm cao, trung thực, nhiệt tình
Kỹ năng giao tiếp tốt, định hướng khách hàng, giải quyết vấn đề
Có năng lực quản lý, huấn luyện và phát triển nhân viên, thúc đẩy làm việc nhóm, tạo sự ảnh hưởng",Quảng Ninh,"Bằng cấp: Cao đẳng
Độ tuổi: Không giới hạn tuổi
Lương: 15 Tr - 20 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/giam-sat-ban-hang-bia-hoi-bia-tuoi-quang-ninh.35C269B8.html,Quảng Ninh,13/11/2024,12/12/2024,15 Tr - 25 Tr VND,3 - 5 Năm,Trưởng nhóm / Giám sát,Nhân viên chính thức,Tiếp thị / Marketing,"Laptop, Chế độ bảo hiểm, Du Lịch, Phụ cấp, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí, Phụ cấp thâm niên, Nghỉ phép năm, CLB thể thao","MÔ TẢ CÔNG VIỆC
Thực hiện khai thác thị trường, doanh số bán hàng theo kế hoạch được phân bổ.
Giám sát, theo dõi, đôn đốc việc hoạt động, thị phần và doanh số của nhà phân phối.
Giám sát, theo dõi, đôn đốc, kiểm tra việc hoạt động, doanh số bán hàng và thực hiện các kế hoạch do công ty phân của NVBH trong vùng được phân.
Xây dựng tuyến bán hàng cho nhân viên bán hàng, quản lý danh sách khách hàng.
Trực tiếp giám sát hoạt động kinh doanh tại khu vực được giao.
Thực hiện báo cáo theo định kỳ về: kết quả kinh doanh , thị trường, đối thủ, nhà phân phối , quản lý nhân viên bán hàng.
Thực hiện việc xây dựng các kế hoạch kinh doanh và hành động thúc đẩy và chịu trách nhiệm đảm bảo về doanh số.
Chịu trách nhiệm đảm bảo nguồn hàng tồn kho và trưng bày sản phẩm
Theo dõi việc giao và phân phối hàng đến điểm bán của nhà phân phối.
Trực tiếp xây dựng và duy trì các mối quan hệ với khách hàng
Thường xuyên thăm hỏi, quan tâm, và truyền đạt các chính sách của công ty đến nhà phân phối.
Tuyển dụng, xây dựng và đào tạo đội ngũ nhân viên.
Huấn luyện kĩ năng bán hàng cho nhân viên, lên lịch làm việc cùng nhân viên ngoài thị trường.
Đề ra mục tiêu, đánh giá tiến trình thực hiện của từng nhân viênvà có hướng khắc phục kịp thời.
Truyền đạt đến nhân viên bán hàng, nhân viên giao hàng những chủ trương chính sách , quyết định của công ty.
Huấn luyện cho nhân viên bán hàng về tiêu chuẩn bày biện của công ty và quy trình bày biện chuẩn.
Theo dõi và hỗ trợ cho nhân viên trong việc bày biện thông qua các dụng cụ bày biện.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp Cao đẳng / Đại học chuyên ngành kinh tế, quản trị kinh doanh, marketing…
Tối thiểu 05 năm kinh nghiệm ở vị trí tương đương, ưu tiên ngành Bia & NGK
Có tinh thần trách nhiệm cao, trung thực, nhiệt tình
Kỹ năng giao tiếp tốt, định hướng khách hàng, giải quyết vấn đề
Có năng lực quản lý, huấn luyện và phát triển nhân viên, thúc đẩy làm việc nhóm, tạo sự ảnh hưởng
Làm việc tại VP Hà Nội hoặc VP Hạ Long",Quảng Ninh,"Bằng cấp: Cao đẳng
Độ tuổi: Không giới hạn tuổi
Lương: 15 Tr - 25 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-su-cap-cao.35C269B3.html,Hồ Chí Minh,13/11/2024,13/12/2024,20 Tr - 30 Tr VND,Not Found,Nhân viên,Nhân viên chính thức,Bán hàng / Kinh doanh,"Chế độ bảo hiểm, Du Lịch, Phụ cấp, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí","MÔ TẢ CÔNG VIỆC
Thu nhập : 20-30 triệu
Địa điểm làm việc: Tầng 1&6, 34 Hoàng Việt, Phường 4, Tân Bình, HCM hoặc 2- 4 Tôn Đức Thắng, Phường Bến Nghé, Quận 1 HCM.
Mô tả công việc:
- Lên kế hoạch để giới thiệu về các sản phẩn dịch vụ công ty đến khách hàng là doanh nghiệp, các trung tâm, trường học ....
- Đàm phán, thỏa thuận và thúc đẩy quá trình ký kết hợp tác. .
- Lên ý tưởng và kế hoạch cho các chương trình quảng cáo của công ty về lĩnh vực hoạt động công ty và hoạt động Trung tâm hỗ trợ phát triển Thương mại văn hóa Hungary – Việt Nam.
- Hỗ trợ kết nối phỏng vấn trực tiếp hoặc trực tuyến với các lãnh đạo công ty ở nước ngoài.
- Thực hiện những nhiệm vụ khác khi lãnh đạo phân công.","YÊU CẦU CÔNG VIỆC
Yêu cầu chung:
- Kỹ năng giao tiếp tốt, ăn nói lưu loát và tự tin khi trao đổi với khách hàng, đối tác, trình bày vấn đề một cách logic, dễ hiểu.
- Kỹ năng xử lý tình huống, khả năng phát hiện, phân tích và đánh giá vấn đề (người, sự vật, hiện tượng), đề xuất được các phương án, hướng giải quyết phù hợp.
- Khả năng lên kế hoạch làm việc , tìm kiếm khách hàng, quản lý đội nhóm sắp xếp công việc
- Tác phong nghiệm túc và có tinh thần sẵn sàng học hỏi và cầu tiến trong công việc.
- Thành thục kỹ năng vi tính và tin học văn phòng.
- Có trình độ tiếng Anh giao tiếp cơ bản.
- Trình độ : Cao đẳng hoặc Đại học , Thạc sỹ trở lên chuyên ngành về kinh tế, quản trị kinh doanh, luật kinh tế, ngôn ngữ Anh,…
- Có kỹ năng đàm phán, chịu khó, tính tình điềm đạm, thân thiện, tỉ mỉ trong công việc.
- Có tinh thần trách nhiệm với công việc, sẵn sàng làm việc ngoài giờ hoặc ngày nghỉ nếu công ty có việc.
- Sẵn sàng đi công tác thường xuyên.
- Tuổi : 25-45 tuổi.
Các ứng viên có các điều kiện sau sẽ lợi thế:
1. Có tố chất và tư cách phù hợp để đào tạo làm lãnh đạo.
2. Có kinh nghiệm quản lý, sắp xếp công việc khi làm việc nhóm.
3. Có kết quả học tập từ trung học phổ thông và trung học cơ sở tốt.
4. Biết tiếng Hungary hoặc thành thạo tiếng Anh.
5. Sẵn sàng làm thêm giờ theo yêu cầu của công ty.
Quyền lợi:
- Thu nhập thỏa thuận theo năng lực.
- Được hướng dẫn thêm về nghiệp vụ chuyên môn.
- Phúc lợi khác: Theo quy định của Bộ luật lao động (tiền điện thoại, xăng xe, chi phí công tác, thưởng lễ, Tết, du lịch hằng năm…)
- Ngày nghỉ phép theo quy định nhà nước.
- Có đóng bảo hiểm xã hội đầy đủ.",Hồ Chí Minh,"Bằng cấp: Cao đẳng
Độ tuổi: 25 - 45
Lương: 20 Tr - 30 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-trung-tam-anh-ngu.35C269C2.html,Hồ Chí Minh,13/11/2024,30/11/2024,15 Tr - 30 Tr VND,1 - 2 Năm,Nhân viên,Nhân viên chính thức,"Bán hàng / Kinh doanh, Tư vấn, Giáo dục / Đào tạo","Chế độ bảo hiểm, Du Lịch, Phụ cấp, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Phụ cấp thâm niên, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
- Tư vấn về chương trình đào tạo các khóa học TOEIC, Giao tiếp, IELTS cho học viên, khách hàng tiềm năng;
- Chủ động liên hệ học viên tiềm năng theo danh sách được cung cấp từ phòng Marketing hoặc tự khai thác thông qua điện thoại, email, tư vấn trực tiếp tại trung tâm;
- Cùng với đội nhóm xây dựng chiến lược, kế hoạch phát triển kinh doanh;
- Chịu trách nhiệm chăm sóc khách hàng, nắm bắt thông tin từ học viên nhằm cải tiến chất lượng đào tạo;
- Tham gia các hoạt động tuyển sinh với Marketing khi có yêu cầu.","YÊU CẦU CÔNG VIỆC
- Tốt nghiệp Cao Đẳng trở lên liên quan đến các ngành Kinh tế, Kinh doanh,... ;
- Có ít nhất 1 năm kinh nghiệm trong ngành Sale, Telesale, hoặc CSKH;
- Ưu tiên ứng viên có kinh nghiệm về Giáo Dục;
- Có laptop cá nhân;
- Thời gian làm việc xoay ca từ Thứ 2 – Thứ 7 (3 ca sáng và 3 ca chiều). Làm ít nhất 1 ngày Chủ Nhật/Tháng. Khi làm chủ nhật, chỉ làm ca sáng và sẽ được nghỉ bù vào một ngày khác trong tuần) ;
- Hoạt ngôn, giao tiếp tốt, có khả năng thuyết phục khách hàng, chịu được áp lực công việc;
Quyền lợi:
- Lương cơ bản (7.000.000 – 8.000.000 VNĐ/tháng) + hoa hồng + thưởng doanh thu
=> Tổng thu nhập: 15.000.000 – 30.000.000 VNĐ/tháng;
- Thử việc 1 tháng + Được tính Thưởng hoa hồng như Nhân viên chính thức;
- Tham gia đào tạo bài bản về Tư vấn, quy trình, sản phẩm, dịch vụ, vận hành;
- Học miễn phí 100% các khóa học tiếng Anh từ TOEIC, Giao tiếp, IELTS tại toàn hệ thống;
- Được 12 ngày nghỉ phép trong năm;
- Đóng Bảo hiểm xã hội theo quy định của pháp luật;
- Hưởng lương tháng 13 và các chế độ cho những ngày Lễ, Tết, sinh nhật;
- Lộ trình thăng tiến rõ ràng, cơ hội thăng tiên lên các vị trí cao hơn trong khối Kinh doanh.",Hồ Chí Minh,"Bằng cấp: Trung cấp
Độ tuổi: Không giới hạn tuổi
Lương: 15 Tr - 30 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/information-security-senior-manager.35C269BB.html,Hồ Chí Minh,13/11/2024,12/12/2024,Cạnh tranh,5 - 8 Năm,Quản lý,Nhân viên chính thức,"Tư vấn, CNTT - Phần cứng / Mạng","Laptop, Chế độ bảo hiểm, Phụ cấp, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
Define, prepare and manage the deployment of the strategic security initiatives in the organization, as part of the larger information security management team.
Work on increasing the maturity of the various functions of the security operation center department.
Act as point of escalation for the internal customers of the information security team.
Act as delegated sponsor of some of the global security initiatives.
Deputize for the head of the department as well as other members of the security management team, when relevant.
Participate in non-security projects as a security SME & SPOC, ensuring alignment of these initiatives with overall security strategy.
Support the development and review of the security policies.
Provide management oversight for internally run initiatives and teams. Collaborate closely with managers of security architecture, operational teams in the SOC as well as the security reporting team to improve & adapt the delivery of the teams to the internal customer demands.
Other Assignments:
Build and maintain stakeholder/client relationships both internally and externally;
Prepare and publish reporting to IT Management.
Support the budgeting process for a 100 FTEs security operations department.
Support the group head of information security and head of SOC in other daily duties;","YÊU CẦU CÔNG VIỆC
Minimum of 5 years of professional consulting or enterprise experience as an information security manager or department head
Required
Overall excellent understanding of security functions, architectures, challenges.
Solid 8+ years enterprise information security experience (preferably in a variety of security roles).
Prior Big4 or strategic consulting experience is a must.
Practical experience in project management, preferable in information security.
Working on numerous tasks simultaneously and manage a heavy workload.
Excellent reporting skills.
Managing conflicting priorities whilst managing stakeholders at different seniority levels.
People management track record.
Leading and managing high severity security incidents.
Prior SOC or Incident Response experience mandatory.
Hands on knowledge at least of some SOC tools is mandatory.
Personal profile
Very good communication skills (concise writing and orally convincing).
Very good interpersonal relation skills at all levels of the organization.
Ability to work in a complex international environment.
Eager to learn and continuously develop personal and technical capabilities.
Education required:
B. Tech or M. Tech or M.Sc. or comparable education.
Languages: fluent English.",Not Found,"Bằng cấp: Đại học
Độ tuổi: Không giới hạn tuổi
Lương: Cạnh tranh"
